title,artist,link
Untitled - Abstract Collage with Spheres (1988-1990),Arlene Isbister,___/record/99471?highlight=*:*
Edinburgh College of Art Postgraduate Degree Show 1986 (1986),Andrew Arnott,___/record/21583?highlight=*:*
Abstract Composition in Green with Curved Recess (1967),George M. Donald,___/record/22509?highlight=*:*
Untitled (1965),Wilson,___/record/22485?highlight=*:*
Portrait of Seated Woman (1952),Nicholas Patrick Rentiens,___/record/21371?highlight=*:*
Unknown,Elizabeth J. Currie,___/record/50380?highlight=*:*
Man in Uniform,Tennant,___/record/21481?highlight=*:*
Farm (possibly),Donald Clark,___/record/21489?highlight=*:*
Plate (1920s),Emma Gillies,___/record/53711?highlight=*:*
Goats Feeding (1974),Anthony Gross,___/record/21748?highlight=*:*
Composition of Two Figures on Yellow* (1968),Alan T. Johnston,___/record/22624?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,___/record/20692?highlight=*:*
Untitled (Unknown),Unknown,___/record/99915?highlight=*:*
Brick coloured woven fragment,Unknown,___/record/102701?highlight=*:*
Barrel Vessel (1920s),Emma Gillies,___/record/122070?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,___/record/21330?highlight=*:*
Untitled (2006),Zeynep Arman,___/record/99876?highlight=*:*
Dish (1920s),Emma Gillies,___/record/53731?highlight=*:*
Portrait of a Woman (1956),James Robertson,___/record/21185?highlight=*:*
Abstract on Blue*,Unknown,___/record/22536?highlight=*:*
Four Female Heads (1959),Denness Morton,___/record/21078?highlight=*:*
Seated Male Nude (15 FEB 1950),John Parnell,___/record/21066?highlight=*:*
Portrait of a Woman in a Pink Dress (Circa 1908),Agnes Sim,___/record/122890?highlight=*:*
Large Cheeseplant,Susan Alexander,___/record/50377?highlight=*:*
Portrait of Fred McDonald (1947),Eric Forrest,___/record/50589?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,___/record/20693?highlight=*:*
Portrait of a Seated Woman (1961),Robin Forrester,___/record/21295?highlight=*:*
Unknown (1946),Allan Lefley,___/record/50484?highlight=*:*
Men’s smock (19th Century),Unknown,___/record/100012?highlight=*:*
Standing Female Nude (possibly),Rose Rifat,___/record/21236?highlight=*:*
Portrait of a Woman's Head (1957),Erica M Thomas,___/record/20841?highlight=*:*
Unknown (1950),James Bowman,___/record/50609?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,___/record/50447?highlight=*:*
Untitled (Unknown),Gregg Magee,___/record/21639?highlight=*:*
Standing Female Nude (1953),Fiona M Mouat,___/record/21049?highlight=*:*
Jug (1920s),Emma Gillies,___/record/53722?highlight=*:*
Seated Woman,Ruari MacLeod,___/record/21497?highlight=*:*
Yellow Plane* (1999),Sarah Gittens,___/record/122823?highlight=*:*
Portrait of a Seated Woman,Barbara Mackie,___/record/20999?highlight=*:*
Portrait of a Woman (1954),Nita Newman,___/record/21209?highlight=*:*
Untitled,Unknown,___/record/102726?highlight=*:*
Composition Notes (02 MAY 1978),Unknown,___/record/53537?highlight=*:*
Goddess Nike unfasterning her sandal (1984),Vincent Butler,___/record/20629?highlight=*:*
Death Mask (2) (1964),H. Dempshall,___/record/21649?highlight=*:*
Lewis Landscape (1983),Ann C. Campbell,___/record/123111?highlight=*:*
Nude Woman with Oranges (1962),Norma M. Kirk,___/record/122914?highlight=*:*
Unknown (1974),Ian Robertson,___/record/50390?highlight=*:*
Multiple Studies of a Woman in a Long Dress and Bonnet (1956),Jacqueline A N Stieger,___/record/20820?highlight=*:*
24 Composition,Christopher Nugent,___/record/21527?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,___/record/50386?highlight=*:*
Racing Circuit (1987-1988),Jane V Hyslop,___/record/21456?highlight=*:*
Unknown (1963),Janette Brown,___/record/50396?highlight=*:*
etc (2006),Catherine Robbie,___/record/99865?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,___/record/20674?highlight=*:*
Portrait of a Woman (1964),Carole V Danielson,___/record/21346?highlight=*:*
Still Life (1995),Lorna McIntosh,___/record/22607?highlight=*:*
Small Portrait of a Woman in Brown,Polly A. Lister,___/record/22672?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,___/record/99366?highlight=*:*
Male Nude Leaning on a Table (verso),Unknown,___/record/22650?highlight=*:*
Standing Female Nude (1957),Ruth Illingworth,___/record/20934?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown,___/record/20560?highlight=*:*
Sienna Cathedral (1982),Ann Oram,___/record/102660?highlight=*:*
Dying Adonis (Pre 1837),Clement Pappi,___/record/20596?highlight=*:*
Unknown (1950),Zygmunt Bukowski,___/record/53557?highlight=*:*
Male Figure (1958),David Rifat,___/record/122731?highlight=*:*
Unknown (1953-1954),Lawrence F. Baxter,___/record/50616?highlight=*:*
Portrait of a Seated Figure (1958),Alan Alexander,___/record/21164?highlight=*:*
Espresso Cup (1920s),Emma Gillies,___/record/53698?highlight=*:*
Untitled (1977),Eve F. Thomson,___/record/99826?highlight=*:*
Art Magazine Ads (1988-1989),Jeff Koons,___/record/21365?highlight=*:*
Untitled (Unknown),Unknown,___/record/21895?highlight=*:*
Unknown,Alexander Cree,___/record/50549?highlight=*:*
Plate (1920s),Emma Gillies,___/record/53673?highlight=*:*
Untitled (MAR 1997),Unknown,___/record/21919?highlight=*:*
Untitled - Still Life With Flowers (1961-1962),Gwendolene E Roger,___/record/99400?highlight=*:*
Portrait of a Young Woman (1958),Richard McNeill,___/record/20890?highlight=*:*
Unknown,Unknown,___/record/50407?highlight=*:*
Portrait of a Man (1954),Elizabeth Blackadder,___/record/21405?highlight=*:*
Unknown (1947),Eric Forrest,___/record/50587?highlight=*:*
"Seated Fate, east pediment of the Parthenon",NA,___/record/20637?highlight=*:*
Unknown (1954),D. Gordon Campbell,___/record/50634?highlight=*:*
Untitled (2004),Rebecca Firth,___/record/21818?highlight=*:*
Unknown,Unknown,___/record/50384?highlight=*:*
Horse (1920s),Emma Gillies,___/record/122121?highlight=*:*
Untitled (2003),Andrea Bain,___/record/99938?highlight=*:*
Untitled (1964),James Goodall,___/record/99846?highlight=*:*
Unknown (20 FEB 1956),James C. Y. Gavin,___/record/53494?highlight=*:*
Profile of Man in Yellow Jumper,Fergus A Mather,___/record/99357?highlight=*:*
Unknown,Josephine Ganter,___/record/53569?highlight=*:*
Untitled (Unknown),Alison Williams,___/record/21944?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,___/record/21960?highlight=*:*
Portrait of a Woman (1952),Dorothy H. N. Forrest,___/record/21202?highlight=*:*
Virgin and Child (Tondo),Unknown,___/record/20544?highlight=*:*
Portrait of a Man (1964),Kirkland Main,___/record/102658?highlight=*:*
Untitled (1947),Allan W. Robson,___/record/21745?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,___/record/21318?highlight=*:*
Saucer,Emma Gillies,___/record/53663?highlight=*:*
Seated Woman in Red and Green Dress (1966),Unknown,___/record/122766?highlight=*:*
Portrait of a Man (1959),John O'Neill,___/record/21154?highlight=*:*
Woman and Fox (FEB 1966),James Fairgrieve,___/record/21344?highlight=*:*
Society Reproduces Doubt (2020),Molly Kent,___/record/113747?highlight=*:*
View of a House,Lynne Coyle,___/record/21493?highlight=*:*
Ludovisi Throne (Circa 1912),Unknown,___/record/20575?highlight=*:*
Seated Male Nude (1958),Richard McNeill,___/record/20894?highlight=*:*
Seated Nude (1953),Robert L Thomson,___/record/21121?highlight=*:*
Unknown,Leonard I. H. Gray,___/record/53484?highlight=*:*
Unknown (1963),Ruth Walker,___/record/50504?highlight=*:*
Untitled (1963),Leslie Allan,___/record/22012?highlight=*:*
Untitled (1997),Breda Flannagan,___/record/21868?highlight=*:*
Putti with Candelabrum (left group),Unknown,___/record/20539?highlight=*:*
Untitled (Unknown),Unknown,___/record/21862?highlight=*:*
Untitled - Abstract Crowd Scene (1964-1965),William Gillon,___/record/99477?highlight=*:*
"Metope 8, south entablature, Parthenon (1837)",NA,___/record/20650?highlight=*:*
Still Life with Fish (1949),Alistair F. Flattely,___/record/22700?highlight=*:*
Portrait of a Young Boy (1956),David McClure,___/record/21334?highlight=*:*
Abstract (Circa 1965),James B. Thomson,___/record/21402?highlight=*:*
Teacup,Emma Gillies,___/record/53649?highlight=*:*
Teacup,Emma Gillies,___/record/53648?highlight=*:*
Portrait of a Man (1953),Andrew Restall,___/record/20945?highlight=*:*
Plate (1920s),Emma Gillies,___/record/53668?highlight=*:*
Unknown (1955),Edith Duke,___/record/53526?highlight=*:*
Tennis Courts (1952),Eric Ritchie,___/record/22641?highlight=*:*
Untitled - Reclining Nude Woman (1963),Gordon Bryce,___/record/99276?highlight=*:*
Vase,Emma Gillies,___/record/53737?highlight=*:*
Untitled (1981),Jane Fairclough,___/record/21591?highlight=*:*
Performing Labour: a guide to creative resistance (2020),Aisling Ward,___/record/113779?highlight=*:*
Portrait of a Woman,Alice Henderson,___/record/21528?highlight=*:*
Untitled (1966),Helen G. S Forde,___/record/99813?highlight=*:*
Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine,___/record/99428?highlight=*:*
Bathers (1962),Vivien Alexander,___/record/22524?highlight=*:*
Still Life (1985),Paul John Croft,___/record/21795?highlight=*:*
Portrait of a Man (1959),Bruce Clapperton,___/record/20909?highlight=*:*
Untitiled (Circa 1960),Robert L Snowden,___/record/21544?highlight=*:*
Portrait of a Man (1968),Charles Ian Patterson,___/record/21321?highlight=*:*
Saucer,Emma Gillies,___/record/53622?highlight=*:*
Untitled - Two Chefs (1984-1985),Angus C. A. Hood,___/record/99429?highlight=*:*
Unknown (1952),Rosemary Bagshaw,___/record/53518?highlight=*:*
Beth ydy ti'r Experience am Protest (2023),Ffion Williams,___/record/123694?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,___/record/21746?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton,___/record/20889?highlight=*:*
Untitled (2007),Esther McGreggor,___/record/99895?highlight=*:*
Seated Female Nude (1955),Jean Fraser,___/record/21195?highlight=*:*
Privata Care (2016),Natalie Howlett,___/record/99237?highlight=*:*
Standing Female Nude (1951),Ruth Wilson,___/record/21230?highlight=*:*
Two Figures Talking Over a Wall (1967),Margaret Lothian,___/record/99271?highlight=*:*
Untitled (1963),[Unknown] Black,___/record/22024?highlight=*:*
Skeleton Studies (Circa 1957),David Young,___/record/20861?highlight=*:*
Sweeps and Chimney Pots (Circa 1952),Frances M. Walker,___/record/102659?highlight=*:*
Landscape with Horse (1945-1946),William MacLaren,___/record/21065?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,___/record/99278?highlight=*:*
Still Life Lobster Creel (1965),Helen M. Percy,___/record/122870?highlight=*:*
Untitled (Unknown),Unknown,___/record/21870?highlight=*:*
Siesta (1952),George Roderick Carmichael,___/record/123340?highlight=*:*
Scapa Flow (1982),Reinhard Behrens,___/record/21665?highlight=*:*
Unknown,Unknown,___/record/50381?highlight=*:*
Red Sky at Night (1968),James H. Fairgrieve,___/record/22678?highlight=*:*
Portrait of a Man,Donald Whyte,___/record/21475?highlight=*:*
Seated Female Nude (1957),Duncan Thomson,___/record/21103?highlight=*:*
Still Life with Table and Bottles,Unknown,___/record/122901?highlight=*:*
Oval plate (1920s),Emma Gillies,___/record/53730?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,___/record/20723?highlight=*:*
Ruins in Rome (FEB 1948),Marjorie Wallace,___/record/20855?highlight=*:*
Untitled (Unknown),Unknown,___/record/99958?highlight=*:*
Reclining Male Nude (1960),Jean Cochrane,___/record/53521?highlight=*:*
Male Nude at Wash Bowl (recto) (1946),Unknown,___/record/22649?highlight=*:*
Unknown (Unknown),Unknown,___/record/21550?highlight=*:*
Loading Cargo (1984),Gwyneth M. Leech,___/record/21902?highlight=*:*
Untitled (Unknown),Margaret Clyde,___/record/21855?highlight=*:*
St James the Greater,Unknown,___/record/20548?highlight=*:*
The Bric-A-Brac Shop (Circa 1960),Vivien Alexander,___/record/122839?highlight=*:*
Abstract,V. Constant,___/record/111447?highlight=*:*
Seated Female Nude (1939-1940),James Gordon,___/record/21095?highlight=*:*
Untitled - Abstract Stripes (1972),Lindsay R S Gordon,___/record/99423?highlight=*:*
Seated Female Nude (1953),Laura Nye,___/record/21117?highlight=*:*
Portrait of a Girl (1949),Leszek T. Muszynski,___/record/22682?highlight=*:*
Discobolus (without head),Unknown,___/record/20591?highlight=*:*
Siena (1956),John P Busby,___/record/53502?highlight=*:*
Portrait of a Woman (1952),Ruth M. L. Walker,___/record/123336?highlight=*:*
Jug (1920s),Emma Gillies,___/record/122133?highlight=*:*
Untitled (Unknown),Unknown,___/record/21598?highlight=*:*
Unknown,Unknown,___/record/53581?highlight=*:*
Sugar Bowl,Emma Gillies,___/record/53724?highlight=*:*
Distortion 1 (2014),Ainsley Francis,___/record/47452?highlight=*:*
Untitled (1968),Gillian Mather,___/record/22500?highlight=*:*
Standing Male Nude leaning on a Plinth (1959),George MacIntosh,___/record/20885?highlight=*:*
Camel (Unknown),Margaret Clyde,___/record/21692?highlight=*:*
Seated Male Nude (1955),Rosemary Gray,___/record/21188?highlight=*:*
Untitled (1969),James Fleming,___/record/22489?highlight=*:*
Bust of Queen Nefertiti (White) (Unknown),Unknown,___/record/20622?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,___/record/21115?highlight=*:*
Big Black Crow Valley (1988),Joanna De Pear,___/record/99464?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,___/record/20691?highlight=*:*
Edinburgh Old Town Cityscape (1950),Alastair Flattely,___/record/21375?highlight=*:*
Lamb (1920s),Emma Gillies,___/record/122126?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),___/record/50552?highlight=*:*
Untitled (1964),Carole Danielson,___/record/22483?highlight=*:*
Unknown (1952),Leonard I. H. Gray,___/record/53488?highlight=*:*
Replica cast (brown) of Parthenon slab GE33,Unknown,___/record/20657?highlight=*:*
Wall hanging (1939),Unknown,___/record/100009?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,___/record/21131?highlight=*:*
Bagatelle (1950),Eric Ritchie,___/record/122921?highlight=*:*
Chimney Pots (1966),James B. Thomson,___/record/21913?highlight=*:*
Men in a Rugby Changing Room (Circa 1952),Trevor Stubley,___/record/21411?highlight=*:*
Portrait of a Young Man (1948),Sheena Page,___/record/21070?highlight=*:*
Portrait of Mary Edmond (1954),Moira E. Brown,___/record/122807?highlight=*:*
Three Views of a Standing Male Nude (1948),John Thompson,___/record/20844?highlight=*:*
Portrait (1956),Unknown,___/record/21256?highlight=*:*
Unknown (Unknown),Margaret Clyde,___/record/21879?highlight=*:*
Portrait of a Woman in a Hat (1958),Pat Calder,___/record/20959?highlight=*:*
Untitled (1963),Irene Thomson,___/record/22016?highlight=*:*
Side Plate,Emma Gillies,___/record/53616?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),___/record/50553?highlight=*:*
Portrait of an Elderly Woman (1960),Dorothea Brown,___/record/20994?highlight=*:*
Minoan Fertility Goddess Figurines (2017),Daisy Silver,___/record/100015?highlight=*:*
Portrait of a Woman (1964),Peter Pretsell,___/record/21420?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1967)",Dorothy Campsie,___/record/112304?highlight=*:*
Teacup,Emma Gillies,___/record/53644?highlight=*:*
Untitled (Unknown),Unknown,___/record/21966?highlight=*:*
Child's collar. Chinese,Unknown,___/record/102674?highlight=*:*
Untitled (2006),Digby Maass,___/record/99859?highlight=*:*
Fidelity (Unknown),Alan T. Johnston,___/record/21805?highlight=*:*
Five Senses No.3 - Sense of Smell (2006),John Schulz,___/record/99872?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen,___/record/22544?highlight=*:*
Self Portrait (Circa 1951),Barbara C. Balmer,___/record/122917?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,___/record/99360?highlight=*:*
Untitled (1967),Helen Pollock,___/record/22028?highlight=*:*
Portrait miniatures in a frame (Unknown),Unknown,___/record/20623?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,___/record/21022?highlight=*:*
Unknown (1948),Mabel D. Lawford,___/record/50537?highlight=*:*
Abstract (1971),John F. Mooney,___/record/22679?highlight=*:*
Man with Glasses (1941),P. G. Prescot,___/record/22737?highlight=*:*
Unknown,Britton,___/record/50374?highlight=*:*
Untitled (Unknown),Unknown,___/record/99956?highlight=*:*
Preparatory Sketch (1960),Marjory Dickson,___/record/53529?highlight=*:*
Abstract Still Life with Yellow Pot,Thomas P. O'Brien,___/record/123109?highlight=*:*
Seated Female Nude (1969),Rosemary E. Hamblin,___/record/122801?highlight=*:*
Mexican needleweaving.donkeys (1951),Unknown,___/record/102691?highlight=*:*
Three Street Views,Unknown,___/record/21176?highlight=*:*
Reclining Nude Woman (1953),Frances M. Walker,___/record/122784?highlight=*:*
Seated Goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,___/record/20630?highlight=*:*
Hand of God (1989-1991),Paul Rooney,___/record/21873?highlight=*:*
Male Portrait (1949),Sheena Page,___/record/20773?highlight=*:*
Unknown (1957),Rupert F C Cracknell,___/record/50539?highlight=*:*
